name;address;inn;ogrn;license_number
Общество с ограниченной ответственностью «МУЛАХАСТА», сокращенное наименование: ООО «МУЛАХАСТА», ;г. Санкт-Петербург, Гражданский проспект, дом 100, литера А;1,16785E+12;7804561344;ЛО-78-01-006908
"Общество 
с ограниченной ответственностью «Медилюкс-ТМ», сокращенное наименование: 
«ООО «Медилюкс-ТМ»
";г. Санкт-Петербург, Лебяжий пер., д.8/4, стр.2;1,0377E+12;7725100534;ЛО-78-01-006909
"Санкт-Петербургское государственное бюджетное учреждение центр для детей-сирот и детей, оставшихся
без попечения родителей «Центр содействия семейному воспитанию № 14», ";г. Санкт-Петербург, город Пушкин, улица Ленинградская, дом 53а, литера А;1,02781E+12;7820020423;ЛО-78-01-006910
Обществу с ограниченной ответственностью «Клиника «МЭДИС», сокращенное наименование: ООО «Клиника «МЭДИС», ;г. Санкт-Петербург, ул. 5-я Советская, д. 21-23-25, лит. А ;1,11785E+12;7842461968;ЛО-78-01-06911
"Общество с ограниченной ответственностью «Ассист Экспресс», сокращенное наименование: 
ООО «Ассист Экспресс»
";г. Санкт-Петербург, Малый пр. В. О, д. 57, корп. 4, литер Ж;1,05781E+12;7801393099;ЛО-78-01-006912
"Общество
с ограниченной ответственностью «Стоматологическая клиника Рейдент», сокращенное наименование: ООО «Рейдент»,
";Санкт-Петербург,Измайловский проспект, дом 15, литер А, ;1,11785E+12;7813491750;ЛО-78-01-006913
"Общество 
с ограниченной ответственностью «Роял Дентал Клиник», сокращенное наименование: 
ООО «Роял Дентал Клиник»
";Санкт-Петербург,пер. Лыжный, д. 3  ;1,13785E+12;7814595776;ЛО-78-01-006914
"Общество 
с ограниченной ответственностью «СМАЙЛ», сокращенное наименование: ООО «СМАЙЛ»";Санкт-Петербург,2-я линия В.О., д. 19, лит. А, пом. 6Н;1,11785E+12;7801545270;ЛО-78-01-006915
Индивидуальный предприниматель Трубиной Марине Викторовне;Санкт-Петербург,Колхозная ул., Лахта, дом 24А,;3,12785E+14;78142783708;ЛО-78-01-006916
"Общество 
с ограниченной ответственностью «Медицинский центр «Рамсэй», сокращенное наименование: ООО «Медицинский центр «Рамсэй»";Санкт-Петербург, улица Ушинского, дом 2, корпус 1, литер А, помещение 19Н;1,10785E+12;7804445010;Ло-78-01-006917
"Общество 
с ограниченной ответственностью «Эста», сокращенное наименование: ООО «Эста», 
";"Санкт-Петербург, Учительская улица, 
д. 18, кор. 3, лит. А, пом. 5Н
";1,13785E+12;7804518243;ЛО-78-01-006918
Общество с ограниченной ответственностью «Медицинский центр «Мир здоровья», сокращенное наименование: ООО «Медицинский центр «Мир здоровья»;"Санкт-Петербург, Колпино, 
улица Павловская, дом 42
";1,07785E+12;7810478800;ЛО-78-01-006919 
"Общество 
с ограниченной ответственностью «Океаниум Спорт», сокращенное наименование: 
ООО «Океаниум Спорт»
";Санкт-Петербург, ул. Фрунзе, д. 3, лит. А;1,06785E+12;7810052306;ЛО-78-01-006920
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника №76», сокращенное наименование СПб ГБУЗ «Городская поликлиника № 76»;Санкт-Петербург, ул. Хлопина, д. 11, к. 1;1,0278E+12;7804006894;ЛО-78-01-006921
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника 
№ 112», сокращенное наименование СПб ГБУЗ «Городская поликлиника № 112»
";Санкт-Петербург, ул. Академика Байкова, д. 25, к.1, лит. А;1,03781E+12;7804009870;ЛО-78-01-006922
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника 
№ 37», сокращенное наименование СПб ГБУЗ «Поликлиника № 37»,
";"Санкт-Петербург, Гороховая ул., д. 6, 
литер А
";1,03784E+12;7825330281;ЛО-78-01-06923
Общество с ограниченной ответственностью «Т-Фит», сокращенное наименование: ООО «Т-Фит»;Санкт-Петербург, Торфяная дорога, дом 9;7814588465;1,13785E+12;ЛО-78-01-006924
Общество с ограниченной ответственностью «Пит-Стоп», сокращенное наименование: ООО «Пит-Стоп»;г. Санкт-Петербург, ул. Итальянская, д. 15, литер Б;7841441373;1,11785E+12;ЛО-78-01-006925
Общество с ограниченной ответственностью «ОКЕАНСПА», сокращенное наименование: ООО «ОКЕАНСПА»;г. Санкт-Петербург, ул. Есенина, д 1, корп. 1, лит. А, пом. 48Н;7802041251;1,14785E+12;ЛО-78-01-006926
Общество с ограниченной ответственностью «ЮниверсСмайл», сокращенное наименование: ООО «ЮниверсСмайл»;г. Санкт-Петербург, улица Авиационная, дом 9, помещение 12Н;7810368290;1,15785E+12;ЛО-78-01-006927
Общество с ограниченной ответственностью «ДИАГНОСТИКА», сокращенное наименование ООО «ДИАГНОСТИКА»;г. Санкт-Петербург, ул. Свеаборгская, д. 27, литера А, кв. 43;7810426791;1,16785E+12;ЛО-78-01-006928
Общество с ограниченной ответственностью «Станция Дезинфекции», сокращенное наименование ООО «Станция Дезинфекции»;г. Санкт-Петербург, ул. Новоселов, д. 8, Литер А, пом. 10Н;7811279797;1,16785E+12;ЛО-78-01-006929
Общество с ограниченной ответственностью «Вера в наркологическую амбулаторную службу», сокращенное наименование: ООО «Вера в НАС»;г. Санкт-Петербург, шоссе Революции, дом 88, литер Н, пом. 14;7806230490;1,16785E+12;ЛО-78-01-006930
Общество с ограниченной ответственностью «Океаниум-Мед», сокращенное наименование: ООО «Океаниум-Мед»;г. Санкт-Петербург, ул. Композиторов, д. 6, лит. А, пом. 2Н;7802541913;1,15785E+12;ЛО-78-01-006931
"Общество 
с ограниченной ответственностью «Виза-Дент», сокращенное наименование: 
ООО «Виза-Дент»
";г. Санкт-Петербург, пр. Богатырский, д. 32, корп. 1, лит. А, пом. 12- Н;7814157613;1,04782E+12;ЛО-78-01-006932
"Общество
с ограниченной ответственностью «МедКлиник», сокращенное наименование: 
ООО «МедКлиник»";г. Санкт-Петербург, пр. Испытателей, дом 6, корпус 1, лит. А, пом. 2-Н ;7814243654;1,15785E+12;ЛО-78-01-006933
Акционерное общество «Концерн «Научно-производственное объединение «Аврора», сокращенное наименование: АО «Концерн «НПО «Аврора»;г. Санкт-Петербург, ул. Карбышева, дом 15;7802463197;1,09785E+12;ЛО-78-01-006934
"Общество 
с ограниченной ответственностью «МК-Дент+», сокращенное наименование: 
ООО «МК-Дент+»
";г. Санкт-Петербург, п. Шушары, Детскосельский, ул. Центральная, д. 21, лит. А;7820308370;5,06785E+12;ЛО-78-01-006935
"Общество
с ограниченной ответственностью «ДОКТОР ДЕНТ СЕВЕР», сокращенное наименование: 
ООО «ДОКТОР ДЕНТ»
";г. Санкт-Петербург, проспект Просвещения, дом 15, литер А, помещение 88Н;7802542177;1,15785E+12;ЛО-78-01-006936
Общество с ограниченной ответственностью «Профи-М», сокращенное наименование: ООО «Профи-М»;г. Санкт-Петербург, улица Рихарда Зорге, дом 4, корпус 2, литер А, помещение 13 ;7807343224;1,09785E+12;ЛО-78-01-006937
"Общество 
с ограниченной ответственностью «Здравити+», сокращенное наименование 
ООО «Здравити+»
";г. Санкт-Петербург, пр. Нарвский, дом 18, литер А, офис 305;78394390178;1,11785E+12;ЛО-78-01-006938
Государственное казенное общеобразовательное учреждение Ленинградской области «Школа-интернат, реализующая адаптированные образовательные программы, «Красные Зори», сокращенное наименование: ГКОУ ЛО «Школа-интернат «Красные Зори»;"г. Санкт-Петербург, г. Петергоф, ул. Демьяна Бедного, 
дом 2/58
";7819012820;1,03784E+12;ЛО-78-01-006939
"Санкт-Петербургское государственное бюджетное учреждение социального обслуживания населения 
«Центр социальной реабилитации инвалидов и детей-инвалидов Фрунзенского района Санкт-Петербурга», сокращенное наименование: СПб ГБУСОН «ЦСРИиДИ Фрунзенского района Санкт-Петербурга»
";г. Санкт-Петербург, Загребский бульвар, д.25, лит.А;7816416616;1,07785E+12;ЛО-78-01-006940
"Общество 
с ограниченной ответственностью «Стома Мед», сокращенное наименование 
ООО «Стома Мед»
";г. Санкт-Петербург, ул. Кораблестроителей, дом 32, корпус 3, лит. А, пом. 1-Н;7801478056;1,08985E+12;ЛО-78-01-006941
Государственное бюджетное дошкольное образовательное учреждение детский сад №58 комбинированного вида Кировского района Санкт-Петербурга, сокращенное наименование: ГБДОУ детский сад №58 Кировского района Санкт-Петербурга;г. Санкт-Петербург, проспект Стачек, дом 85, корпус 2, лит. А;7805145315;1,0278E+12;ЛО-78-01-006942
"Санкт-Петербургское государственное бюджетное учреждение социального обслуживания населения 
«Центр социальной помощи семье и детям Кронштадтского района Санкт-Петербурга», сокращенное наименование: СПб ГБУСОН «ЦСПСД Кронштадтского района 
Санкт-Петербурга»
";г. Санкт-Петербург, г. Кронштадт, ул. Аммермана, д. 13, лит. А;7843309042;1,08785E+12;ЛО-78-01-006943
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника №24», сокращенное наименование: СПб ГБУЗ «Городская поликлиника №24»;г. Санкт-Петербург, ул. Серпуховская, дом 7;7809008334;1,02781E+12;ЛО-78-01-006944
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 54», сокращенное наименование: СПб ГБУЗ 
«Городская поликлиника № 54»
";Санкт-Петербург, улица Васенко, д. 9;7804006904;1,0278E+12;ЛО-78-01-006945
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Стоматологическая поликлиника №8», сокращенное наименование 
СПб ГБУЗ «СП №8»";Санкт-Петербург, Большеохтинский пр., д. 27, литера А;7806004042;1,0278E+12;ЛО-78-01-006946
Общество с ограниченной ответственностью «Имидж дент», сокращенное наименование: ООО «Имидж дент»;Санкт-Петербург, пр. Королева, дом 61, литер А, помещение 28Н;7814286947;1,15785E+12;ЛО-78-01-006947
Общество с ограниченной ответственностью «ИмплантДентМед», сокращенное наименование: ООО «ИмплантДентМед»;Санкт-Петербург, улица Ефимова, дом 4, литер А, офис 526;7838470649;1,12785E+12;ЛО-78-01-006948
Общество с ограниченной ответственностью «Миролаб», сокращенное наименование: ООО «Миролаб»;Санкт-Петербург, улица Костюшко, дом 38, литер А, помещение 22Н;7810345920;1,15785E+12;ЛО-78-01-006949
Общество с ограниченной ответственностью «Консалтфармэксперт», сокращенное наименование: ООО «КФЭ»;Санкт-Петербург, ул. Цветочная, д. 6, лит. У;7810804891;1,10785E+12;ЛО-78-01-006950
Общество с ограниченной ответственностью «Наркологи Петербурга», сокращенное наименование: ООО «Наркологи Петербурга»;Санкт-Петербург, проспект Энгельса, д. 27, лит. Т, помещение 44Н ;7802566410;1,16785E+12;ЛО-78-01-006951
Общество с ограниченной ответственностью «РеаСанМед», сокращенное наименование: ООО «РеаСанМед»;Санкт-Петербург, улица Варшавская, дом 5, корпус 3, лит. А, помещение 303;7810348776;1,15785E+12;ЛО-78-01-006952
Общество с ограниченной ответственностью «СтомГарант», сокращенное наименование ООО «СтомГарант»;Санкт-Петербург, набережная канала Грибоедова, дом 14, литера А, помещение 10Н;7841037940;1,16785E+12;ЛО-78-01-006953
Общество с ограниченной ответственностью «Рубенс», сокращенное наименование ООО «Рубенс»;Санкт-Петербург, ул. Шкапина, дом 6, литер А, помещение 14Н;7820046598;1,15785E+12;ЛО-78-01-006954
Общество с ограниченной ответственностью «Лечебно-диагностический центр «Оника+», сокращенное наименование: ООО «ЛДЦ «Оника+»;Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А;7820046598;1,15785E+12;ЛО-78-01-006955
Общество с ограниченной ответственностью «Спарта Дент», сокращенное наименование: ООО «Спарта Дент»;Санкт-Петербург, ул. Бухарестская, дом 114, корп. 1,лит. А, помещение 2-Н;7816325824;1,16785E+12;ЛО-78-01-006956
Общество с ограниченной ответственностью «Медцентр на Чкаловской», сокращенное наименование: ООО «Медцентр на Чкаловской»;Санкт-Петербург, улица Большая Зеленина, дом 8, корпус 2, литер А, офис 36-Н;7813237915;1,15785E+12;ЛО-78-01-006957
"Общество 
с ограниченной ответственностью «ЕР сервис», сокращенное наименование: 
ООО «ЕР сервис»";Санкт-Петербург, Басков переулок, д.13-15, литер А, пом. 28-Н;7825495999;1,03784E+12;ЛО-78-01-006958
"Общество 
с ограниченной ответственностью «Центр семейной медицины МЕДИКА», сокращенное наименование: ООО «ЦСМ МЕДИКА»
";Санкт-Петербург, улица Бадаева, дом 6, корпус 1, пом. 4-Н;7841459356;1,12785E+12;ЛО-78-01-006959
"Общество
с ограниченной ответственностью «Линзмастер», сокращенное наименование: 
ООО «Линзмастер»
";Москва, проезд Завода Серп и Молот, дом 6, корпус 1;7707245632;1,02774E+12;ЛО-78-01-006960
Санкт–Петербургское государственное бюджетное учреждение здравоохранения Клиническая больница Святителя Луки, сокращенное наименование: СПб ГБУЗ Клиническая больница Святителя Луки;Санкт-Петербург, Чугунная ул., д. 46, лит. А;7804104877;1,03781E+12;ЛО-78-01-006961
"Санкт-Петербургское государственное бюджетное учреждение  здравоохранения «Городская поликлиника 
№ 109», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 109»";Санкт-Петербург, ул. Олеко Дундича, д. 8, корп. 2;7816040730;1,02781E+12;ЛО-78-01-006962
"Государственное бюджетное дошкольное образовательное учреждение детский сад № 69 комбинированного вида Калининского района 
Санкт-Петербурга, сокращенное наименование: ГБДОУ детский сад № 69 Калининского района Санкт-Петербурга";Санкт-Петербург,Гражданский проспект, дом 109, корпус 3, литер А;7804134960;1,0278E+12;ЛО-78-01-006963
Общество с ограниченной ответственностью «Коралл», сокращенное наименование                ООО «Коралл»;Санкт-Петербург,город Сестрорецк, улица Токарева, д. 8, лит. А, пом. 2Н;7827006989;1,02781E+12;ЛО-78-01-006964
Санкт-Петербургское государственное бюджетное учреждение центр                           для детей-сирот и детей, оставшихся без попечения родителей «Центр содействия семейному воспитанию № 15», сокращенное наименование: СПб ГБУ «Центр содействия семейному воспитанию № 15»;Санкт-Петербург,улица Бухарестская, дом 63, литера А;7816156573;1,02781E+12;ЛО-78-01-006965
Общество с ограниченной ответственностью «Зуботехническая лаборатория К.П.В.», сокращенное наименование: ООО «Зуботехническая лаборатория К.П.В.»;Санкт-Петербург, ул. Таллинская, д. 7, литера «Р»;7806446241;1,10985E+12;ЛО-78-01-006966
"Общество
с ограниченной ответственностью «ЦЕНТР ВОССТАНОВИТЕЛЬНОЙ МЕДИЦИНЫ «БАЙКАЛ», сокращенное наименование: ООО «ЦВМ «БАЙКАЛ»";Санкт-Петербург, пр. Трамвайный, д. 14, лит. А, пом. 1-Н;7805522010;1,10785E+12;ЛО-78-01-006967
"Общество с ограниченной ответственностью «МегаПолис», сокращенное наименование:
ООО «МегаПолис»";Санкт-Петербург, переулок Джамбула, д. 14, лит. А, пом. 2Н;7840039800;1,15785E+12;ЛО-78-01-006968
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника
 № 107», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 107»";Санкт-Петербург, ул. Коммуны, д. 36,лит. А;7806020975;1,0278E+12;ЛО-78-01-006969
"Общество с ограниченной ответственностью «Лечебно-диагностический центр ""Семейная клиника ""МЕДА», сокращенное наименование: ООО «ЛДЦ ""Семейная клиника «МЕДА»";"Санкт-Петербург, г. Пушкин, 
ул. Архитектора Данини, д. 11/6, помещение 25-Н
";7820046823;1,15785E+12;ЛО-78-01-006970
Общество с ограниченной ответственностью «Альфа-тай», сокращенное наименование: ООО «Альфа-тай»;Санкт-Петербург, Ленинский проспект, дом 84, корпус 1, литер А, помещение 24Н;7807096448;1,15785E+12;ЛО-78-01-006971
Общество с ограниченной ответственностью «Салюта», сокращенное наименование: ООО «Салюта»;Санкт-Петербург, Большой Сампсониевский проспект, дом 38-40, литер А, помещение 18-Н;7802564036;1,16785E+12;ЛО-78-01-006972
Общество с ограниченной ответственностью «Медикалтопгрупп», сокращенное наименование: ООО «Медикалтопгрупп»;Санкт-Петербург, ул. 10-я Советская, дом 16, литера А, помещение 5Н;7842108777;1,16785E+12;ЛО-78-01-006973
"Общество
с ограниченной ответственностью «ЕВАМЕД», сокращенное наименование: 
ООО «ЕВАМЕД»";Санкт-Петербург, Каменноостровский пр-кт, д. 42, литер А, пом. 355;7813448095;1,09785E+12;ЛО-78-01-006974
Акционерное общество «ОДИС», сокращенное наименование: АО «ОДИС»;"Санкт-Петербург, улица Бородинская, дом 15, литера А, 
часть помещения 5-Н
";7809002981;1,02781E+12;ЛО-78-01-006975
Общество с ограниченной ответственностью Медико-консультативный центр «Врач+», сокращенное наименование: ООО «Врач+»;Санкт-Петербург, пр. Непокоренных, д. 8, корпус 2, Литера А, помещение 24Н;7802300403;1,04786E+12;ЛО-78-01-006976
"Санкт-Петербургское  государственное бюджетное учреждение центр для детей-сирот и детей, оставшихся без попечения родителей «Центр содействия семейному воспитанию № 4», сокращенное наименование: 
СПб ГБУ «Центр содействия семейному воспитанию № 4»";Санкт-Петербург, Ярославский проспект, дом 4, лит. А;7802066665;1,0278E+12;ЛО-78-01-006977
"Санкт-Петербургское государственное бюджетное учреждение социального обслуживания населения «Комплексный центр социального обслуживания населения Колпинского района Санкт-Петербурга», сокращенное наименование: 
СПб ГБУСОН «КЦСОН Колпинского района Санкт-Петербурга»";Санкт-Петербург, г. Колпино, Стахановская ул., д. 17;7817025950;1,02781E+12;ЛО-78-01-006978
"Общество 
с ограниченной ответственностью «КДС-3», сокращенное наименование: ООО «КДС-3»";Санкт-Петербург, проспект Народного Ополчения, д. 10, литера А, помещение 208Н;7814610512;1,14785E+12;ЛО-78-01-006979
Общество                                  с ограниченной ответственностью «Астарта», сокращенное наименование: ООО «Астарта»;Санкт-Петербург, ул. Нахимова, д. 11, пом. 49Н, часть пом. 38Н;7801483602;1,08985E+12;ЛО-78-01-006980
"Санкт-Петербургское  государственное автономное стационарное  учреждение социального обслуживания «Психоневрологический интернат № 10» 
имени В.Г. Горденчука, сокращенное наименование: УСО ПНИ № 10";Санкт-Петербург, улица Коллонтай, д.36;7811040938;1,03783E+12;ЛО-78-01-006981
Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Городская туберкулезная больница № 2», сокращенное наименование СПб ГБУЗ «ГТБ № 2»;Санкт-Петербург, пр. Тореза, д. 93;7802041389;1,0378E+12;ЛО-78-01-006982
"Общество 
с ограниченной ответственностью «АЛМАЗ», сокращенное наименование:
ООО «АЛМАЗ»";Санкт-Петербург, улица Костюшко, дом 6, Литера А;7810061685;5,06785E+12;ЛО-78-01-006983
"Общество
с ограниченной ответственностью «Лечебно-диагностический Центр «Светлановский», сокращенное наименование:  ООО «ЛДЦ «Светлановский»";Санкт-Петербург, проспект Энгельса, д. 27,  литер Т;7802344418;1,06785E+12;ЛО-78-01-006984
Общество с ограниченной ответственностью «Энергия Преображения», сокращенное наименование: ООО «Энергия Преображения»;Санкт-Петербург,  Новоизмайловский пр., д. 14, лит. А, пом. 20Н;7810438557;1,16785E+12;ЛО-78-01-006985
Общество с ограниченной ответственностью «Клиника доктора Назарова», сокращенное наименование: ООО «Клиника доктора Назарова»;"Санкт-Петербург,  улица Фрунзе, дом 16, литера А, 
помещение 55Н
";7810434425;1,16785E+12;ЛО-78-01-006986
Общество с ограниченной ответственностью «СМАЙЛ ДИЗАЙН», сокращенное наименование: ООО «СМАЙЛ ДИЗАЙН»;Санкт-Петербург,  улица Новостроек, дом 13, квартира 1;7805343282;1,15785E+12;ЛО-78-01-006987
Общество с ограниченной ответственностью «ПрофМед», сокращенное наименование: ООО «ПрофМед»;Санкт-Петербург,  проспект Непокоренных, дом 14/2, офис 34Н;7804568188;1,16785E+12;ЛО-78-01-006988
Общество с ограниченной ответственностью «Институт МИАС», сокращенное наименование: ООО «Институт МИАС»;Санкт-Петербург,  пр. Космонавтов, д. 61, пом. 32Н;7810562201;1,09785E+12;ЛО-78-01-006989
Общество с ограниченной ответственностью «Эстетик Плюс», сокращенное наименование: ООО «Эстетик Плюс»;Санкт-Петербург,  улица Глухая Зеленина, дом 6, литер А, помещение 22Н;7813248610;1,16785E+12;ЛО-78-01-006990
Общество с ограниченной ответственностью «Студия НМ», сокращенное наименование: ООО  «Студия НМ»;Санкт-Петербург,  проспект Просвещения, дом 33, корпус 1, литер А, офис 27Н;7802572460;1,16785E+12;ЛО-78-01-006991
Индивидуальный предприниматель Яровая Виктория Алексеевна;Санкт-Петербург,  ул. Седова, дом 94, кв. 140;7,81137E+11;3,16785E+14;ЛО-78-01-006992
Общество с ограниченной ответственностью «Дентальные инновационные технологии», сокращенное наименование ООО «ДИТ»;Санкт-Петербург,  Октябрьская набережная, дом 44, литер А, помещение 18-22;7811263518;1,15785E+12;ЛО-78-01-006993
Общество с ограниченной ответственностью «АМЛ ФЭШН», сокращенное наименование: ООО «АМЛ ФЭШН»;Санкт-Петербург,  улица 3-я Советская, дом 9, литера А, помещение 3;7813221143;1,15785E+12;ЛО-78-01-006994
"Общество с ограниченной ответственностью 
«Петербургтеплоэнерго», сокращенное наименование: ООО «Петербургтеплоэнерго»
";"Санкт-Петербург,  ул. Галерная,  
д. 20-22, лит. А
";7838024362;1,04783E+12;ЛО-78-01-006995
"Общество 
с ограниченной ответственностью «Медицинские Технологии», сокращенное наименование: ООО «Медицинские Технологии»
";Санкт-Петербург,  ул. Невзоровой, д. 6;7811409333;1,08985E+12;ЛО-78-01-006996
"Общество
с ограниченной ответственностью «ДУНКАН», сокращенное наименование: 
ООО «ДУНКАН»
";Санкт-Петербург,  пр. Большой ВО, д.55;7801081300;1,0278E+12;ЛО-78-01-006997
"Общество
с ограниченной ответственностью «АБА», сокращенное наименование: ООО «АБА»
";Санкт-Петербург,  улица Орджоникидзе, дом  40/59, квартира 68;7810026440;1,05781E+12;ЛО-78-01-006998
"Общество
с ограниченной ответственностью «Центр гомеопатии «Арника», сокращенное наименование: ООО «Центр гомеопатии «Арника»";Санкт-Петербург,  проспект Энгельса, д. 132, корпус 1, помещение 8-Н;7802226365;1,0478E+12;ЛО-78-01-006999
Индивидуальный  предприниматель Торский Олег Олегович;Санкт-Петербург,  бульвар Серебристый, дом 25, корп. 2, кв.33;7,81408E+11;3,05471E+14;ЛО-78-01-007000
"Общество 
с ограниченной ответственностью «Наша забота», сокращенное наименование:  
ООО «Наша забота»";Санкт-Петербург,  Светлановский проспект, д. 43, пом. 3Н;7802819171;1,13785E+12;ЛО-78-01-007001
"Общество 
с ограниченной ответственностью «Алс Мед», сокращенное наименование: ООО «Алс Мед»";"Санкт-Петербург,  пр. Ветеранов, д. 122, 
пом. 14Н
";7807312226;1,06785E+12;ЛО-78-01-007002
"Общество 
с ограниченной ответственностью «СимаЛайт ЮНИДЕНТ», сокращенное наименование: 
ООО «СимаЛайт ЮНИДЕНТ»
";Санкт-Петербург,  ул. Учительская, д. 18, корп. 1, литера А;7804493976;1,12785E+12;ЛО-78-01-007003
"Общество 
с ограниченной ответственностью «Нео Дентал», сокращенное наименование: 
ООО «Нео Дентал»
";Санкт-Петербург,  Нарвский проспект, д. 16, литера А, помещение 12-Н;7838002827;1,03786E+12;ЛО-78-01-007004
Общество с ограниченной ответственностью «Центральная Управляющая Компания «Меньшиковский Форпост», сокращенное наименование: ООО «ЦУК «Меньшиковский Форпост»;Санкт-Петербург,  Ломоносов, Ораниенбаумский проспект, д. 39 Б;7819033555;1,16785E+12;ЛО-78-01-007005
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника 
№ 117», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 117»";Санкт-Петербург,  ул. Симонова, д. 5, корп. 1, лит А;7802166613;1,0378E+12;ЛО-78-01-007006
Общество с ограниченной ответственностью «Стройремир», сокращенное наименование: ООО «Стройремир»;Санкт-Петербург,проспект Пархоменко, д. 39;7810694631;1,03781E+12;ЛО-78-01-007007
Общество с ограниченной ответственностью «Лечебно-диагностический центр Международного института биологических систем имени Сергея Березина», сокращенное наименование: ООО «ЛДЦ МИБС»;Санкт-Петербург,ул. Есенина, д. 2, корпус 3, лит. А;7802290931;1,1378E+12;ЛО-78-01-007008
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская 
поликлиника № 106», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 106»";Санкт-Петербург,ул. Рихарда  Зорге, д. 1, лит. А;7807012783;1,03782E+12;ЛО-78-01-007009
Санкт-Петербургское государственное  бюджетное учреждение здравоохранения «Городская поликлиника № 30», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 30»;Санкт-Петербург, ул. Малая Зеленина, д. 6;7813103573;1,03783E+12;ЛО-78-01-007010
Общество с ограниченной ответственностью «Белый Слон», сокращенное наименование: ООО  «Белый Слон»;Санкт-Петербург, проспект Каменноостровский, дом 62, литер А, помещение 12Н;7813601762;1,14785E+12;ЛО-78-01-007011
Государственное бюджетное образовательное учреждение дополнительного образования детей специализированная детско-юношеская спортивная школа олимпийского резерва Василеостровского района Санкт-Петербурга, сокращенное наименование: ГБОУ ДОД СДЮСШОР Василеостровского района;Санкт-Петербург, Малый проспект В.О., д. 66, лит. А;7801140299;1,0378E+12;ЛО-78-01-007012
"Общество с ограниченной ответственностью «Медицинский центр 
«На Колокольной», сокращенное наименование: ООО «МЦ «На Колокольной»";"Санкт-Петербург, улица Колокольная, дом 5, 
литер А, помещение 14Н
";7840049188;1,16785E+12;ЛО-78-01-007013
Общество с ограниченной ответственностью «Энергия», сокращенное наименование: ООО «Энергия»;Санкт-Петербург, город Колпино, ул. Ижорского Батальона, д. 14, кв. 165;7817060842;1,16785E+12;ЛО-78-01-007014
"Общество с ограниченной ответственностью «СП-Мед», сокращенное наименование: 
ООО «СП-Мед»
";Санкт-Петербург, пр. Ярославский, д. 14, кв. 89;7802564050;1,16785E+12;ЛО-78-01-007015
Общество с ограниченной ответственностью «МИЛА», сокращенное наименование: ООО «МИЛА»;Санкт-Петербург, пр. Маршала Жукова, д. 54, корпус 6, литера Б, помещение 44-Н;7805667720;1,16785E+12;ЛО-78-01-007016
"Общество
с ограниченной ответственностью «Хеликс Северный», сокращенное наименование: 
ООО «Хеликс Северный»
";Санкт-Петербург, проспект Художников, дом 33, корпус 4, литер А, помещение 2Н;7802429661;1,08985E+12;ЛО-78-01-007017
"Общество
с ограниченной ответственностью «ДИНАСТИЯ», сокращенное наименование: 
ООО «ДИНАСТИЯ»
";Санкт-Петербург, Невский проспект, дом 5, помещение 3-Н;7840317334;1,05781E+12;ЛО-78-01-007018
"Общество
с ограниченной ответственностью «Диана дентал клиника», сокращенное наименование: 
ООО «Диана дентал клиника»";Санкт-Петербург, проспект Ветеранов, д. 130 лит. А пом. 25Н;7807305412;1,05781E+12;ЛО-78-01-007019
"Общество 
с ограниченной ответственностью «Медиса», сокращенное наименование: ООО «Медиса»";"Санкт-Петербург, ул. Варшавская, 
д. 19, корп. 2, пом. 62-Н
";7810562554;1,09785E+12;ЛО-78-01-007020
"Общество 
с ограниченной ответственностью «СКС-ДЕНТ», сокращенное наименование: 
ООО «СКС-ДЕНТ»";Санкт-Петербург, улица Чугунная, дом 20, литер М, помещение 8Н;7804333362;1,06785E+12;ЛО-78-01-007021
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения 
«Консультативно-диагностическая поликлиника № 1 Приморского района», сокращенное наименование СПб ГБУЗ КДП №1
";Санкт-Петербург, Приморский пр., д. 3, литера А;14134422;1,03783E+12;ЛО-78-01-007022
Государственное бюджетное общеобразовательное учреждение прогимназия № 698 Московского района Санкт-Петербурга «Пансион», сокращенное наименование ГБОУ прогимназия № 698 Московского района «Пансион»;Санкт-Петербург, пр. Космонавтов, д. 40, к. 2, лит. А;7810286840;1,0278E+12;ЛО-78-01-007023
Общество                                   с ограниченной ответственностью «Прима Дентал», сокращенное наименование   ООО «Прима Дентал»;Санкт-Петербург, Московский проспект, д. 136, кор. 2, литер А;7805663067;1,14785E+12;ЛО-78-01-007024
